price,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
19495,toyota, Prius,2017,Automatic,25000,Hybrid,0,85.6,1.8
15498,toyota, Verso,2017,Semi-Auto,16084,Petrol,160,43.5,1.8
28995,vw, Amarok,2019,Manual,800,Diesel,260,32.5,3
25780,toyota, GT86,2019,Manual,5123,Petrol,145,33.2,2
12947,vw, Scirocco,2016,Manual,50347,Diesel,20,55.4,2
8993,toyota, Prius,2010,Automatic,68296,Hybrid,0,70.6,1.8
38000,merc, GLS Class,2017,Automatic,11575,Diesel,150,37.2,3
14500,vauxhall, Combo Life,2018,Manual,13619,Diesel,145,53.3,1.5
32500,hyundi, Santa Fe,2019,Automatic,11,Diesel,145,39.8,2.2
27490,merc, V Class,2015,Automatic,57500,Diesel,235,44.8,2.1
20500,ford, Galaxy,2016,Manual,145,Diesel,125,56.5,2
31990,toyota, Land Cruiser,2016,Semi-Auto,43996,Diesel,305,38.2,2.8
4990,audi, S3,2003,Manual,106000,Petrol,325,39.8,1.8
22788,vw, Caddy Maxi Life,2019,Semi-Auto,1581,Diesel,145,46.3,2
19998,vw, Shuttle,2018,Manual,25029,Diesel,145,47.1,2
76990,audi, Q8,2019,Semi-Auto,6000,Diesel,145,32.8,3
25000,merc, V Class,2019,Manual,100,Diesel,145,46.3,2.1
10080,hyundi, IX20,2017,Automatic,22658,Petrol,145,43.5,1.6
34221,bmw, M4,2017,Semi-Auto,63660,Petrol,150,32.5,3
38985,audi, A8,2017,Automatic,1420,Diesel,145,50.4,3
12495,vauxhall, Combo Life,2018,Manual,550,Diesel,145,53.3,1.5
13957,vauxhall, Combo Life,2019,Manual,1800,Petrol,145,42.2,1.2
42888,bmw, X6,2019,Automatic,10231,Diesel,145,44.8,3
60995,bmw, X4,2020,Semi-Auto,100,Petrol,145,24.8,3
28500,bmw, Z4,2020,Automatic,101,Petrol,145,38.7,2
7495,vauxhall, GTC,2016,Manual,34391,Petrol,160,47.1,1.4
10695,skoda, Rapid,2018,Manual,14742,Petrol,145,61.4,1
11998,toyota, Avensis,2017,Manual,27196,Petrol,145,47.1,1.8
26587,vw, Arteon,2019,Automatic,5257,Petrol,145,47.1,2
7700,hyundi, I40,2014,Automatic,66031,Diesel,200,47.1,1.7
37900,bmw, X6,2018,Semi-Auto,11500,Diesel,150,40.9,3
9495,skoda, Rapid,2018,Manual,21014,Petrol,145,62.8,1
20950,skoda, Kamiq,2020,Semi-Auto,3927,Petrol,150,43.5,1.5
10490,vw, Beetle,2016,Manual,38540,Diesel,30,61.4,2
19875,bmw, i3,2016,Automatic,20013,Hybrid,0,470.8,0
32950,bmw, M3,2015,Semi-Auto,13537,Petrol,300,34,3
20870,skoda, Kamiq,2019,Automatic,45,Petrol,145,43.5,1.5
34995,vw, Amarok,2019,Automatic,3460,Diesel,260,33.6,3
41000,ford, Mustang,2019,Semi-Auto,678,Petrol,145,22.1,5
29995,vw, Shuttle,2019,Semi-Auto,4800,Diesel,145,33.2,2
8800,skoda, Rapid,2017,Manual,33151,Petrol,145,61.4,1
7999,toyota, Avensis,2014,Manual,44537,Diesel,30,61.4,2
12500,vw, CC,2016,Automatic,32925,Diesel,125,58.9,2
59949,merc, S Class,2019,Automatic,6468,Diesel,145,48.7,3
3990,merc, SLK,2001,Automatic,69234,Petrol,325,30.7,2
18765,toyota, Prius,2017,Automatic,47348,Hybrid,0,94.1,1.8
125000,audi, R8,2019,Automatic,13663,Petrol,150,21.4,5.2
38861,audi, A8,2018,Semi-Auto,5760,Petrol,145,37.7,3
10595,toyota, Avensis,2017,Manual,35939,Diesel,145,67.3,1.6
16495,skoda, Scala,2019,Semi-Auto,2838,Petrol,145,45.6,1.5
9295,hyundi, IX35,2014,Manual,31172,Diesel,145,53.3,1.7
17519,toyota, Prius,2016,Automatic,41902,Hybrid,0,94.1,1.8
10199,bmw, Z4,2012,Manual,49289,Petrol,200,41.5,2
11495,skoda, Rapid,2018,Semi-Auto,2736,Petrol,150,61.4,1
20550,vw, Scirocco,2017,Semi-Auto,18673,Petrol,145,34.9,2
9470,hyundi, IX35,2015,Manual,33730,Diesel,145,53.3,1.7
69890,audi, RS4,2020,Automatic,3350,Petrol,150,29.1,2.9
79989,merc, S Class,2018,Automatic,2499,Petrol,145,34,4
21998,vw, Arteon,2019,Semi-Auto,16651,Diesel,145,50.4,2
24990,audi, RS4,2014,Semi-Auto,70823,Petrol,555,26.4,4.2
17991,merc, CLS Class,2015,Semi-Auto,29139,Diesel,125,57.7,2.1
33682,bmw, 7 Series,2017,Semi-Auto,6431,Diesel,145,54.3,3
19000,ford, Galaxy,2018,Semi-Auto,32340,Diesel,150,52.3,2
11995,skoda, Yeti,2016,Semi-Auto,24800,Petrol,125,51.4,1.2
10857,ford, Grand C-MAX,2016,Manual,8000,Diesel,30,64.2,1.5
19995,hyundi, Santa Fe,2017,Manual,19222,Diesel,145,47.1,2.2
11499,ford, Grand C-MAX,2016,Automatic,19135,Diesel,125,56.5,2
8290,skoda, Rapid,2017,Manual,28000,Petrol,20,57.7,1.2
22500,vw, Arteon,2019,Automatic,1555,Petrol,145,40.4,1.5
26950,vw, Tiguan Allspace,2019,Semi-Auto,7022,Diesel,145,38.7,2
34980,merc, V Class,2017,Semi-Auto,6316,Diesel,145,45.6,2.2
12495,hyundi, I40,2016,Semi-Auto,31339,Diesel,125,56.5,1.7
11990,toyota, Verso,2017,Manual,41630,Diesel,30,62.8,1.6
7790,hyundi, IX35,2014,Manual,62300,Petrol,205,41.5,1.6
66990,audi, Q8,2019,Semi-Auto,9155,Diesel,145,32.8,3
39700,audi, A8,2018,Automatic,7919,Diesel,145,50.4,3
18980,merc, CLA Class,2017,Manual,26662,Diesel,30,65.7,2.1
19990,audi, A7,2016,Semi-Auto,27386,Diesel,125,61.4,3
25491,merc, X-CLASS,2019,Automatic,5981,Diesel,265,35.8,2.3
46000,merc, X-CLASS,2020,Automatic,2950,Diesel,260,31.4,3
67990,bmw, X7,2019,Semi-Auto,6331,Petrol,145,24.8,3
34800,merc, X-CLASS,2019,Automatic,1563,Diesel,260,35.8,2.3
59995,bmw, 7 Series,2019,Semi-Auto,1501,Diesel,145,41.5,3
53000,audi, A8,2019,Automatic,1000,Petrol,145,37.7,3
36895,hyundi, Santa Fe,2020,Semi-Auto,50,Diesel,145,39.2,2.2
33500,bmw, Z4,2019,Semi-Auto,434,Petrol,145,38.7,2
29267,merc, S Class,2016,Automatic,9521,Diesel,165,50.4,3
20000,merc, CLS Class,2017,Semi-Auto,26941,Diesel,145,57.7,2.1
17995,skoda, Scala,2019,Manual,1514,Petrol,150,47.9,1.5
11995,ford, Grand C-MAX,2016,Manual,19000,Petrol,30,54.3,1
23480,merc, CLS Class,2016,Semi-Auto,31310,Diesel,160,51.4,3
7699,hyundi, IX20,2015,Manual,38000,Petrol,125,50.4,1.4
19431,ford, Edge,2017,Semi-Auto,29826,Diesel,160,48.7,2
18495,toyota, Prius,2013,Automatic,42659,Hybrid,10,64.2,1.8
15739,hyundi, Santa Fe,2013,Semi-Auto,25976,Diesel,260,41.5,2.2
13995,ford, Grand Tourneo Connect,2016,Manual,13000,Diesel,30,64.2,1.5
17750,bmw, M3,2010,Manual,79000,Petrol,570,22.8,4
20400,ford, Puma,2019,Manual,2091,Petrol,145,51.4,1
47488,bmw, M4,2020,Automatic,10,Petrol,150,34,3
19290,skoda, Kamiq,2019,Manual,2366,Petrol,145,47.1,1
22445,toyota, Hilux,2018,Automatic,22919,Diesel,260,36.2,2.4
19499,audi, A8,2015,Semi-Auto,54174,Diesel,205,47.9,3
13599,vauxhall, Zafira Tourer,2017,Automatic,5318,Petrol,145,40.9,1.4
13990,skoda, Yeti,2017,Semi-Auto,28280,Petrol,145,51.4,1.2
54399,merc, S Class,2019,Semi-Auto,2384,Diesel,145,52.3,3
17102,toyota, GT86,2017,Manual,21000,Petrol,260,36.2,2
25999,toyota, GT86,2019,Manual,100,Petrol,145,33.2,2
5495,ford, KA,2014,Manual,4800,Petrol,30,57.7,1.2
19689,toyota, Prius,2017,Automatic,34885,Hybrid,0,85.6,1.8
13495,toyota, Prius,2013,Automatic,35726,Hybrid,0,134.5,1.8
7449,merc, M Class,2010,Automatic,155876,Diesel,540,32.5,3
11495,toyota, Prius,2013,Automatic,27800,Hybrid,0,72.4,1.8
8000,ford, KA,2017,Manual,19599,Petrol,150,57.7,1.2
15999,hyundi, I800,2018,Automatic,30038,Diesel,145,31.7,2.5
8198,skoda, Rapid,2016,Manual,19319,Petrol,20,57.7,1.2
24450,toyota, PROACE VERSO,2019,Manual,9441,Diesel,145,40.4,2
19400,audi, SQ5,2014,Automatic,69682,Diesel,260,41.5,3
33699,hyundi, Santa Fe,2019,Semi-Auto,4372,Diesel,145,39.2,2.2
32493,vw, Tiguan Allspace,2019,Automatic,6644,Petrol,145,30.7,2
20440,ford, Edge,2017,Manual,11514,Diesel,145,48.7,2
12600,vw, Scirocco,2014,Manual,37506,Diesel,20,55.4,2
17495,toyota, Prius,2015,Automatic,19350,Hybrid,0,134.5,1.8
13500,vw, Beetle,2018,Manual,24104,Petrol,150,53.3,1.2
22490,vw, Caddy Maxi Life,2020,Automatic,89,Diesel,145,46.3,2
22995,vw, Caravelle,2012,Automatic,73000,Diesel,325,34.4,2
60998,merc, S Class,2019,Semi-Auto,100,Petrol,145,40.9,3
7950,toyota, Avensis,2016,Manual,59244,Diesel,20,67.3,1.6
17298,ford, Galaxy,2017,Manual,25870,Diesel,125,56.5,2
8995,vw, Beetle,2015,Manual,49197,Diesel,30,61.4,2
19995,ford, Edge,2016,Semi-Auto,32736,Diesel,160,48.7,2
11995,vw, Caddy Maxi Life,2014,Manual,30393,Diesel,205,48.7,1.6
11490,ford, Grand C-MAX,2017,Manual,42075,Diesel,30,64.2,1.5
13998,vauxhall, Combo Life,2019,Manual,6551,Diesel,145,53.3,1.5
19298,toyota, Hilux,2018,Manual,24775,Diesel,260,40.4,2.4
58332,merc, S Class,2018,Automatic,2136,Petrol,145,40.9,3
24000,vw, Tiguan Allspace,2018,Semi-Auto,14005,Diesel,145,47.9,2
17990,skoda, Scala,2019,Semi-Auto,5000,Petrol,145,45.6,1.5
22495,merc, X-CLASS,2019,Automatic,500,Diesel,260,35.8,2.3
33500,ford, Edge,2019,Automatic,10,Diesel,145,37.2,2
47980,merc, GLS Class,2018,Semi-Auto,5376,Diesel,145,37.2,3
36441,audi, A8,2018,Semi-Auto,22688,Diesel,145,50.4,3
20295,audi, SQ5,2015,Automatic,76518,Diesel,260,41.5,3
23700,bmw, X4,2016,Automatic,30241,Diesel,200,47.9,3
18550,hyundi, I800,2019,Manual,16232,Diesel,145,31.7,2.5
12295,toyota, Avensis,2018,Manual,31427,Diesel,145,67.3,1.6
52000,audi, RS6,2017,Semi-Auto,47501,Petrol,145,29.4,4
11498,ford, Grand C-MAX,2017,Manual,17897,Petrol,30,54.3,1
5791,ford, KA,2015,Manual,17398,Petrol,30,57.7,1.2
46990,vw, Caravelle,2019,Automatic,7000,Diesel,145,33.6,2
8999,hyundi, IX35,2014,Manual,36189,Diesel,150,53.3,1.7
14495,bmw, i3,2014,Automatic,34539,Hybrid,0,470.8,0
57526,merc, GLS Class,2019,Automatic,8353,Diesel,145,34,3
11690,ford, Grand C-MAX,2016,Automatic,13325,Diesel,30,58.9,1.5
22498,audi, A7,2016,Semi-Auto,21023,Diesel,145,54.3,3
12000,vw, Scirocco,2016,Manual,19169,Petrol,125,37.2,1.4
37591,bmw, M3,2017,Semi-Auto,15770,Petrol,305,34,3
7250,toyota, Prius,2011,Manual,112000,Other,0,70.6,1.8
35495,bmw, 7 Series,2017,Semi-Auto,14550,Petrol,145,35.3,4.4
45000,merc, G Class,2013,Automatic,52438,Diesel,580,25.2,3
14999,toyota, GT86,2014,Manual,18389,Petrol,260,36.2,2
12350,vw, Scirocco,2015,Manual,33000,Diesel,20,55.4,2
26102,audi, A7,2017,Semi-Auto,14562,Diesel,145,52.3,3
18850,hyundi, Santa Fe,2017,Semi-Auto,28056,Diesel,240,42.8,2.2
11995,hyundi, I800,2016,Automatic,53000,Diesel,330,33.6,2.5
17650,ford, Galaxy,2017,Manual,24805,Diesel,125,56.5,2
15490,skoda, Scala,2020,Manual,503,Petrol,145,50.4,1
42275,bmw, M4,2019,Semi-Auto,9403,Petrol,145,32.5,3
13985,ford, Galaxy,2018,Manual,55203,Diesel,150,56.5,2
17375,merc, GL Class,2015,Automatic,39518,Diesel,125,56.5,2.1
34000,ford, Edge,2019,Semi-Auto,10,Diesel,145,37.2,2
44699,merc, CLS Class,2019,Automatic,5500,Diesel,145,47.9,2.9
5495,ford, KA,2015,Manual,39100,Petrol,30,57.7,1.2
51991,audi, Q8,2019,Semi-Auto,9089,Diesel,145,33.6,3
22000,audi, A7,2017,Automatic,30884,Diesel,145,52.3,3
94990,audi, R8,2018,Automatic,3562,Petrol,145,23,5.2
14995,skoda, Scala,2019,Manual,5000,Petrol,145,49.6,1
79900,audi, R8,2016,Semi-Auto,10172,Petrol,570,24.8,5.2
29995,merc, S Class,2015,Automatic,17700,Diesel,200,48.7,3
11998,vauxhall, GTC,2017,Manual,15593,Petrol,145,47.1,1.4
16989,hyundi, Santa Fe,2017,Manual,27287,Diesel,145,47.1,2.2
15990,hyundi, I800,2018,Automatic,35607,Diesel,145,28,2.5
14033,toyota, Verso,2017,Automatic,37909,Petrol,160,43.5,1.8
11094,hyundi, I40,2016,Manual,34504,Diesel,30,65.7,1.7
20498,merc, V Class,2018,Manual,20841,Diesel,145,46.3,2.1
24904,skoda, Kamiq,2020,Semi-Auto,2777,Petrol,150,44.1,1.5
7990,toyota, Verso,2014,Manual,51394,Diesel,30,62.8,1.6
11998,toyota, Verso,2017,Manual,23161,Petrol,150,41.5,1.6
109990,audi, R8,2019,Automatic,6954,Petrol,145,21.6,5.2
16000,hyundi, I40,2019,Manual,30,Diesel,145,54.3,1.6
10500,vw, CC,2014,Manual,50400,Diesel,30,60.1,2
19390,toyota, Prius,2016,Automatic,21184,Hybrid,0,94.1,1.8
6440,skoda, Rapid,2016,Manual,68406,Diesel,0,78.5,1.4
13794,vauxhall, Combo Life,2018,Manual,9460,Diesel,145,53.3,1.5
12360,ford, Tourneo Connect,2016,Manual,31307,Diesel,30,64.2,1.5
11699,vw, Scirocco,2015,Manual,38442,Diesel,20,55.4,2
51862,audi, Q8,2019,Automatic,11464,Diesel,145,33.6,3
27399,vw, Arteon,2019,Automatic,2536,Diesel,145,50.4,2
56290,bmw, X6,2019,Automatic,5980,Diesel,145,34.9,3
17495,skoda, Kamiq,2020,Manual,1000,Petrol,145,47.9,1
10500,skoda, Rapid,2017,Manual,18500,Petrol,150,61.4,1
29300,merc, GL Class,2017,Automatic,28871,Diesel,145,45.6,3
44090,vw, Caravelle,2019,Automatic,5000,Diesel,145,32.8,2
58999,bmw, X6,2020,Semi-Auto,3,Petrol,145,26.4,3
12970,bmw, 6 Series,2012,Automatic,50319,Diesel,160,51.4,3
18495,merc, M Class,2015,Semi-Auto,71000,Diesel,200,46.3,2.1
17995,skoda, Scala,2019,Automatic,1000,Petrol,145,45.6,1.5
4490,skoda, Yeti,2011,Manual,96000,Petrol,205,41.5,1.4
18499,hyundi, I800,2019,Manual,13312,Diesel,150,31.7,2.5
7250,hyundi, IX20,2014,Automatic,27082,Petrol,200,43.6,1.6
22991,toyota, Prius,2017,Automatic,30130,Hybrid,140,64.2,1.8
37999,vw, Amarok,2019,Automatic,6542,Diesel,260,33.6,3
15499,bmw, 6 Series,2013,Automatic,58024,Diesel,160,51.4,3
21000,merc, CLS Class,2015,Automatic,17957,Diesel,125,57.7,2.1
18245,skoda, Scala,2020,Manual,1309,Diesel,145,57.7,1.6
37000,vw, Amarok,2020,Automatic,10,Diesel,260,28.3,3
16998,ford, Tourneo Custom,2016,Manual,25108,Diesel,200,44.8,2
17650,bmw, M3,2010,Manual,81000,Petrol,570,22.8,4
13552,vw, Scirocco,2016,Manual,22032,Petrol,125,52.3,1.4
12000,ford, Grand C-MAX,2017,Manual,28346,Diesel,145,64.2,1.5
6950,toyota, Land Cruiser,2008,Automatic,174419,Diesel,565,31.4,3
4990,merc, SLK,2001,Automatic,64476,Petrol,325,27.2,3.2
8500,skoda, Yeti,2015,Manual,68225,Diesel,140,53.3,2
27950,toyota, GT86,2019,Manual,489,Petrol,145,33.2,2
25599,bmw, 7 Series,2017,Automatic,25014,Diesel,145,57.6,3
16999,vauxhall, Vivaro,2018,Manual,16273,Diesel,145,40.9,1.6
8295,skoda, Rapid,2016,Manual,14474,Petrol,20,57.7,1.2
19990,bmw, X4,2015,Semi-Auto,60059,Diesel,150,54.3,2
28086,merc, S Class,2015,Automatic,38347,Diesel,205,48.7,3
14999,vw, Scirocco,2016,Manual,13383,Diesel,20,55.4,2
45699,merc, CLS Class,2019,Semi-Auto,3443,Diesel,145,47.9,2.9
29994,vw, Amarok,2018,Automatic,11625,Diesel,265,33.6,3
17799,merc, GL Class,2015,Automatic,24963,Diesel,125,55.4,2.1
14000,vw, Scirocco,2015,Manual,48387,Diesel,30,53.3,2
24699,audi, RS3,2015,Semi-Auto,49610,Petrol,300,34.9,2.5
19776,ford, Tourneo Custom,2018,Manual,36199,Diesel,145,44.8,2
78490,bmw, X7,2020,Semi-Auto,4919,Diesel,145,31.4,3
9498,vauxhall, GTC,2016,Manual,43589,Diesel,125,60.1,2
4599,vauxhall, Agila,2015,Manual,18953,Petrol,20,60.1,1
25499,toyota, GT86,2020,Manual,614,Petrol,145,33.2,2
6599,vauxhall, Antara,2012,Automatic,53730,Diesel,325,36.2,2.2
11750,vw, Scirocco,2016,Manual,22000,Petrol,150,47.1,2
23195,audi, SQ5,2015,Automatic,37306,Diesel,265,41.5,3
17995,ford, Edge,2017,Manual,42359,Diesel,160,48.7,2
20990,ford, Puma,2019,Manual,1451,Petrol,145,50.4,1
12498,toyota, Verso,2018,Manual,21981,Petrol,145,41.5,1.6
15990,vauxhall, Combo Life,2019,Manual,9751,Diesel,145,53.3,1.5
9995,hyundi, I40,2016,Manual,32309,Diesel,20,67.3,1.7
38995,audi, A8,2017,Automatic,3338,Diesel,145,50.4,3
29997,bmw, M4,2015,Semi-Auto,20100,Petrol,300,34,3
18690,skoda, Scala,2020,Automatic,4716,Petrol,145,47.1,1
31995,hyundi, Santa Fe,2019,Automatic,9800,Diesel,145,39.8,2.2
7695,skoda, Rapid,2016,Manual,59465,Diesel,0,67.3,1.6
25000,toyota, Prius,2019,Automatic,2300,Hybrid,135,61.4,1.8
7190,hyundi, IX20,2015,Manual,24305,Diesel,30,64.2,1.6
8498,ford, Grand C-MAX,2014,Manual,35013,Diesel,125,60.1,1.6
12000,toyota, Hilux,2013,Automatic,92007,Diesel,260,32.8,3
29980,ford, Mustang,2017,Automatic,24000,Petrol,150,23.5,5
26995,merc, X-CLASS,2019,Automatic,500,Diesel,260,35.8,2.3
14990,merc, SLK,2015,Semi-Auto,40625,Diesel,150,56.5,2
25900,merc, CLA Class,2017,Automatic,25517,Petrol,145,40.9,2
26290,hyundi, Santa Fe,2019,Automatic,4566,Diesel,145,42.2,2.2
8099,vauxhall, GTC,2016,Manual,29982,Petrol,160,47.1,1.4
8277,hyundi, IX20,2016,Automatic,22109,Petrol,160,43.5,1.6
18495,skoda, Kamiq,2019,Manual,741,Petrol,145,47.9,1
46990,vw, Caravelle,2019,Semi-Auto,452,Diesel,150,33.6,2
7950,skoda, Rapid,2016,Manual,33013,Petrol,20,57.7,1.2
16990,merc, V Class,2017,Manual,49532,Diesel,145,46.3,2.1
27990,merc, X-CLASS,2018,Automatic,7000,Diesel,260,35.8,2.3
19950,merc, CLA Class,2018,Automatic,6466,Petrol,150,52.3,1.6
13498,toyota, Avensis,2017,Manual,14458,Petrol,150,43.5,1.8
54995,vw, Caravelle,2019,Automatic,10,Diesel,145,33.6,2
36999,hyundi, Santa Fe,2020,Automatic,2885,Diesel,145,39.2,2.2
26990,vw, Arteon,2019,Automatic,11267,Diesel,145,50.4,2
18995,bmw, X4,2016,Automatic,74001,Diesel,145,54.3,2
20950,merc, V Class,2019,Manual,35,Diesel,145,46.3,2.1
32895,merc, V Class,2016,Automatic,20751,Diesel,235,44.8,2.2
57991,vw, California,2019,Automatic,4653,Diesel,260,33.2,2
25498,vw, Tiguan Allspace,2018,Semi-Auto,7198,Diesel,150,47.9,2
30990,merc, GL Class,2016,Automatic,72000,Diesel,300,39.2,3
27100,bmw, 7 Series,2017,Semi-Auto,34335,Diesel,145,54.3,3
7695,hyundi, IX20,2016,Manual,18146,Petrol,125,50.4,1.4
14995,merc, V Class,2013,Automatic,78000,Diesel,300,38.7,2.1
19995,vw, Caddy Maxi Life,2020,Semi-Auto,2000,Diesel,145,46.3,2
7750,hyundi, IX35,2014,Manual,39472,Petrol,200,41.5,1.6
32000,bmw, X6,2016,Automatic,33500,Diesel,240,42.8,3
10000,ford, Grand C-MAX,2016,Manual,11969,Diesel,30,64.2,1.5
13795,merc, SLK,2015,Semi-Auto,29945,Diesel,145,56.5,2
16990,merc, GL Class,2015,Automatic,27000,Diesel,125,55.4,2.1
16798,vw, Scirocco,2017,Manual,9287,Diesel,145,53.3,2
10329,vw, CC,2016,Automatic,75387,Diesel,125,58.9,2
17499,merc, GL Class,2017,Manual,22750,Diesel,30,64.2,2.1
4998,ford, KA,2015,Manual,28322,Petrol,30,57.7,1.2
11080,skoda, Yeti,2016,Semi-Auto,46367,Petrol,125,51.4,1.2
20498,merc, V Class,2018,Manual,20138,Diesel,145,46.3,2.1
44631,merc, V Class,2019,Automatic,4000,Diesel,145,36.2,2
34995,bmw, M4,2017,Semi-Auto,23250,Petrol,300,34,3
2995,toyota, Avensis,2011,Automatic,127000,Diesel,235,42.8,2.2
39995,merc, V Class,2019,Automatic,1659,Diesel,145,44.8,2.1
11500,hyundi, Santa Fe,2015,Automatic,91700,Diesel,265,41.5,2.2
15990,vw, Amarok,2016,Manual,48638,Diesel,260,35.3,2
18780,audi, A7,2015,Automatic,55457,Diesel,165,52.3,3
17750,skoda, Scala,2019,Semi-Auto,469,Diesel,145,54.3,1.6
44935,toyota, Land Cruiser,2019,Semi-Auto,15200,Diesel,145,30.1,2.8
42888,audi, S4,2019,Automatic,6000,Diesel,145,39.2,3
48200,bmw, M2,2019,Automatic,1500,Petrol,145,29.1,3
30699,ford, Edge,2018,Automatic,2889,Diesel,145,37.2,2
14995,skoda, Scala,2019,Manual,2250,Petrol,145,49.6,1
10000,hyundi, IX35,2015,Automatic,51500,Diesel,260,41.5,2
8480,ford, Grand C-MAX,2016,Automatic,44956,Diesel,30,58.9,1.5
18860,bmw, X4,2016,Semi-Auto,75680,Diesel,145,54.3,2
13695,toyota, Avensis,2018,Manual,37191,Diesel,145,67.3,1.6
23990,vw, Arteon,2019,Manual,100,Diesel,150,52.3,2
24999,vw, Arteon,2019,Automatic,7964,Diesel,145,50.4,2
14250,vw, Scirocco,2017,Manual,10837,Petrol,145,52.3,1.4
47990,bmw, 7 Series,2019,Semi-Auto,7780,Petrol,145,34.5,3
12660,toyota, Verso,2017,Manual,12114,Petrol,145,41.5,1.6
26886,vw, Arteon,2019,Semi-Auto,9753,Diesel,145,50.4,2
17498,toyota, Prius,2017,Automatic,45756,Hybrid,140,94.1,1.8
11499,vauxhall, Zafira Tourer,2017,Manual,16425,Petrol,150,41.5,1.4
48950,toyota, Supra,2019,Automatic,2771,Petrol,145,34.5,3
34499,merc, CLS Class,2018,Semi-Auto,5611,Diesel,145,48.7,2.9
35488,ford, Mustang,2019,Automatic,12,Petrol,145,30.7,2.3
33000,bmw, 7 Series,2016,Semi-Auto,18190,Petrol,200,40.4,3
10444,vw, Beetle,2016,Semi-Auto,41000,Diesel,30,64.2,2
17998,ford, Galaxy,2017,Manual,34034,Diesel,150,56.5,2
17399,merc, GL Class,2015,Automatic,23117,Diesel,125,55.4,2.1
26990,vw, Arteon,2019,Semi-Auto,9000,Petrol,145,47.1,2
19975,audi, A7,2014,Automatic,58732,Diesel,235,44.8,3
11800,skoda, Yeti,2016,Automatic,25956,Petrol,125,51.4,1.2
95099,merc, S Class,2019,Semi-Auto,1022,Petrol,145,34,4
17499,merc, GL Class,2014,Automatic,24809,Petrol,200,42.8,2
8490,hyundi, IX35,2015,Manual,39000,Diesel,145,54.3,1.7
19940,merc, M Class,2015,Automatic,49355,Diesel,200,46.3,2.1
19750,ford, Puma,2019,Manual,110,Petrol,145,50.4,1
9950,vw, CC,2015,Semi-Auto,72098,Diesel,125,58.9,2
15999,toyota, Prius,2016,Automatic,33501,Hybrid,0,94.1,1.8
16994,merc, SLK,2014,Automatic,16500,Diesel,145,56.5,2.1
34490,vw, Amarok,2019,Automatic,8380,Diesel,260,33.6,3
15285,skoda, Scala,2019,Semi-Auto,4419,Petrol,150,47.1,1
23690,toyota, Prius,2019,Automatic,8925,Hybrid,135,64.2,1.8
18999,toyota, Prius,2016,Automatic,18793,Hybrid,0,94.1,1.8
38980,bmw, X4,2019,Semi-Auto,6982,Diesel,145,40.9,3
7760,vauxhall, GTC,2016,Manual,21188,Petrol,160,47.1,1.4
33450,bmw, Z4,2020,Semi-Auto,5,Petrol,145,38.7,2
17980,merc, SLK,2016,Semi-Auto,16107,Diesel,30,70.6,2
15500,vw, Scirocco,2016,Semi-Auto,9740,Diesel,30,57.6,2
14995,toyota, Verso,2016,Automatic,22703,Petrol,165,43.5,1.8
8090,hyundi, IX35,2015,Manual,64708,Diesel,150,53.3,1.7
9998,hyundi, IX20,2017,Manual,7673,Petrol,125,50.4,1.4
4250,ford, KA,2014,Manual,43001,Petrol,30,57.7,1.2
11695,vw, Beetle,2015,Manual,5118,Petrol,125,51.4,1.2
37980,bmw, X4,2019,Semi-Auto,10797,Diesel,145,40.4,3
7999,hyundi, IX35,2013,Manual,55736,Diesel,200,48.7,2
13199,toyota, Prius,2012,Automatic,37870,Hybrid,0,134.5,1.8
10498,hyundi, I40,2016,Manual,26775,Diesel,30,65.7,1.7
46952,merc, CLS Class,2019,Automatic,107,Diesel,145,47.9,2.9
25990,vw, Arteon,2019,Semi-Auto,13500,Diesel,145,44.1,2
18990,merc, V Class,2018,Manual,38000,Diesel,145,46.3,2.1
44995,toyota, Land Cruiser,2019,Automatic,4512,Diesel,145,30.1,2.8
19395,ford, Edge,2017,Semi-Auto,39000,Diesel,160,48.7,2
20691,merc, V Class,2019,Automatic,18398,Diesel,150,48.7,2.1
32495,vw, Arteon,2019,Automatic,2494,Diesel,145,44.1,2
6500,vauxhall, Antara,2015,Manual,52889,Diesel,240,44.1,2.2
44995,bmw, M2,2020,Semi-Auto,101,Petrol,150,29.1,3
27499,vw, Tiguan Allspace,2019,Automatic,8000,Diesel,145,39.2,2
16950,bmw, M3,2009,Manual,65000,Petrol,580,21.9,4
19980,merc, CLS Class,2017,Semi-Auto,30004,Diesel,125,57.7,2.1
14995,vw, Amarok,2015,Manual,73000,Diesel,260,35.3,2
54899,merc, S Class,2019,Semi-Auto,695,Diesel,145,52.3,3
27400,ford, Edge,2018,Semi-Auto,8044,Diesel,145,47.9,2
7250,vauxhall, GTC,2016,Automatic,17775,Petrol,200,42.8,1.4
11991,merc, CLS Class,2013,Semi-Auto,85967,Diesel,200,46.3,3
21990,audi, A7,2015,Manual,47000,Diesel,160,52.3,3
25000,vw, Arteon,2019,Automatic,80,Petrol,145,40.4,1.5
25500,vw, Arteon,2019,Semi-Auto,9000,Petrol,145,47.1,2
31041,merc, S Class,2016,Semi-Auto,21739,Diesel,205,47.9,3
39995,ford, Mustang,2019,Automatic,800,Petrol,145,22.1,5
46495,merc, CLS Class,2019,Semi-Auto,5524,Diesel,145,47.9,2.9
72000,bmw, i8,2019,Automatic,176,Hybrid,135,141.2,1.5
